codigo,capitulo_codigo,descripcion,unidad,valor_unitario,orden
7.34,7,Muro en ladrillo farol e= 10 cm,m2,61536.0,728
7.35,7,Muro en ladrillo farol e= 12 cm,m2,74353.0,729
7.36,7,"Muro en ladrillo prensado liviano 6x12x24 cm, e= 12 cm",m2,266098.0,730
7.37,7,Muro en ladrillo rayado e= 10 cm,m2,57693.0,731
7.38,7,Muro en ladrillo rayado e= 15 cm,m2,85095.0,732
7.39,7,Muro en ladrillo Santafé e= 12 cm,m2,213772.0,733
7.40,7,Muro en ladrillo tolete e= 12 cm,m2,144195.0,734
7.41,7,"Muro en placa de yeso de 1/2"" (1F)",m2,76331.0,735
7.42,7,"Muro en placa de yeso de 1/2"" (2F)",m2,122564.0,736
7.43,7,"Muro en placa de yeso de 1/2"" (2F) y frescasa 3 ½"" SP",m2,150585.0,737
7.44,7,Muro en superboard de 8 mm (1F),m2,87873.0,738
7.45,7,Muro en superboard de 8 mm (2F),m2,145987.0,739
7.46,7,"Muro en superboard de 8 mm (2F) y frescasa 3 ½"" SP",m2,174007.0,740
7.47,7,Muro en superboard de 10 mm (1F),m2,94545.0,741
7.48,7,Muro en superboard de 10 mm (2F),m2,159526.0,742
7.49,7,"Muro en superboard de 10 mm (2F) y frescasa 3 ½"" SP",m2,187547.0,743
7.50,7,Muro en tapia pisada e= 50 cm,m2,476716.0,744
7.51,7,"Muro sobrecimiento en adobe h= 50 cm, pañete imperm.",m,82803.0,745
7.52,7,Muro traslúcido en bloque de vidrio e= 8 cm,m2,525556.0,746
7.53,7,"Relleno con Sika Boom a= 10 cm, e= 1 cm",m,10384.0,747
7.54,7,Revestimiento para muro en microcemento,m2,107180.0,748
7.55,7,Sellado de dilatación con Sikaflex 1A,m,27989.0,749
7.56,7,Varilla grafilada de 4 mm,m,769.0,750
7.57,7,Varilla grafilada de 5 mm,m,1109.0,751
8.01,8,Argamasa con masilla estuco,m2,33181.0,752
8.02,8,Cortagotera pañete fileteado,m,22371.0,753
8.03,8,Pañete de bajantes (incl. malla con vena),m,44774.0,754
8.04,8,Pañete de cielo raso,m2,43624.0,755
8.05,8,Pañete de cielo raso impermeabilizado,m2,50757.0,756
8.06,8,Pañete de filos y dilataciones,m,16675.0,757
8.07,8,Pañete muro exterior impermeabilizado (incl. filos y dilataciones),m2,53852.0,758
8.08,8,Pañete muro exterior (incl. filos y dilataciones),m2,46720.0,759
8.09,8,Pañete muro impermeabil. (incl. filos y dilataciones),m2,42250.0,760
8.10,8,Pañete muro (incl. filos y dilataciones),m2,36497.0,761
9.01,9,"Abrazadera colgante metálica tipo pera Ø= 1 ¼""",Un,20885.0,762
9.02,9,"Abrazadera colgante metálica tipo pera Ø= 1 ½""",Un,21429.0,763
9.03,9,"Abrazadera colgante metálica tipo pera Ø= 2""",Un,21998.0,764
9.04,9,"Abrazadera colgante metálica tipo pera Ø= 2 ½""",Un,23798.0,765
9.05,9,"Abrazadera colgante metálica tipo pera Ø= 3""",Un,32876.0,766
9.06,9,"Abrazadera colgante metálica tipo pera Ø= 4""",Un,34046.0,767
9.07,9,"Adaptador sanitario de limpieza pvc 2""",Un,27795.0,768
9.08,9,"Adaptador sanitario de limpieza pvc 3""",Un,38993.0,769
9.09,9,"Adaptador sanitario de limpieza pvc 4""",Un,52821.0,770
9.10,9,"Adaptador sanitario de limpieza pvc 6""",Un,106352.0,771
9.11,9,"Adaptador sanitario de limpieza pvc 8""",Un,1078778.0,772
9.12,9,"Brida sanitaria pvc 4""",Un,69102.0,773
9.13,9,Caja de inspección 50x50x50 cm en adobe,Un,403851.0,774
9.14,9,Caja de inspección 50x50x50 cm en concreto,Un,480771.0,775
9.15,9,Caja de inspección 60x60x60 cm en adobe,Un,512514.0,776
9.16,9,Caja de inspección 60x60x60 cm en concreto,Un,609976.0,777
9.17,9,Caja de inspección 80x80x80 cm en adobe,Un,693271.0,778
9.18,9,Caja de inspección 80x80x80 cm en concreto,Un,858073.0,779
9.19,9,Caja de inspección 100x100x100 cm en adobe,Un,946603.0,780
9.20,9,Caja de inspección 100x100x100 cm en concreto,Un,1196803.0,781
9.21,9,Caja de inspección 120x120x120 cm en adobe,Un,1363125.0,782
9.22,9,Caja de inspección 120x120x120 cm en concreto,Un,1723367.0,783
9.23,9,Caja de inspección 140x140x140 cm en adobe,Un,1855415.0,784
9.24,9,Caja de inspección 140x140x140 cm en concreto,Un,2345664.0,785
9.25,9,Caja/ Pozo de succión 80x80x80 cm en concreto 20.7 MPa,Un,827491.0,786
9.26,9,"Codo sanitario pvc 1 ½"" x 45° CxC",Un,22342.0,787
9.27,9,"Codo sanitario pvc 1 ½"" x 45° CxE",Un,22342.0,788
9.28,9,"Codo sanitario pvc 1 ½"" x 90° CxC",Un,21719.0,789
9.29,9,"Codo sanitario pvc 1 ½"" x 90° CxE",Un,22600.0,790
9.30,9,"Codo sanitario pvc 2"" x 45° CxC",Un,23320.0,791
9.31,9,"Codo sanitario pvc 2"" x 45° CxE",Un,23320.0,792
9.32,9,"Codo sanitario pvc 2"" x 90° CxC",Un,22402.0,793
9.33,9,"Codo sanitario pvc 2"" x 90° CxE",Un,23487.0,794
9.34,9,"Codo sanitario pvc 3"" x 45° CxC",Un,32613.0,795
9.35,9,"Codo sanitario pvc 3"" x 45° CxE",Un,32613.0,796
9.36,9,"Codo sanitario pvc 3"" x 90° CxC",Un,31418.0,797
9.37,9,"Codo sanitario pvc 3"" x 90° CxE",Un,33119.0,798
9.38,9,"Codo sanitario pvc 4"" x 45° CxC",Un,43557.0,799
9.39,9,"Codo sanitario pvc 4"" x 45° CxE",Un,43557.0,800
9.40,9,"Codo sanitario pvc 4"" x 90° CxC",Un,41211.0,801
9.41,9,"Codo sanitario pvc 4"" x 90° CxE",Un,45577.0,802
9.42,9,"Codo sanitario pvc 6"" x 90° CxC",Un,192456.0,803
9.43,9,"Codo sanitario pvc 8"" x 90° CxC",Un,292455.0,804
9.44,9,Gárgola para desagüe sencilla L= 30 cm,Un,31042.0,805
9.45,9,"Junta de expansión pvc sanitaria 3""",Un,56096.0,806
9.46,9,"Junta de expansión pvc sanitaria 4""",Un,66022.0,807
9.47,9,"Junta de expansión pvc sanitaria 6""",Un,126608.0,808
9.48,9,"Punto drenaje mini split pvc 1""",Un,97877.0,809
9.49,9,"Punto sanitario pvc de 1 ½"" (3 m)",Un,75060.0,810
9.50,9,"Punto sanitario pvc de 2"" (3 m)",Un,93408.0,811
9.51,9,"Punto sanitario pvc de 3"" (3 m)",Un,175818.0,812
9.52,9,"Punto sanitario pvc de 4"" (3 m)",Un,264095.0,813
9.53,9,"Punto sanitario pvc de 6"" (3 m)",Un,463247.0,814
9.54,9,"Punto sanitario pvc de 8"" (3 m)",Un,814871.0,815
9.55,9,"Sifón sanitario pvc de 2""",Un,77390.0,816
9.56,9,"Sifón sanitario pvc de 3""",Un,113112.0,817
9.57,9,"Sifón sanitario pvc de 4""",Un,166303.0,818
9.58,9,"Tapón de prueba sanitario pvc 1 ½""",Un,19064.0,819
9.59,9,"Tapón de prueba sanitario pvc 2""",Un,19469.0,820
9.60,9,"Tapón de prueba sanitario pvc 3""",Un,22821.0,821
9.61,9,"Tapón de prueba sanitario pvc 4""",Un,26801.0,822
9.62,9,"Tapón de prueba sanitario pvc 6""",Un,53265.0,823
9.63,9,"Tapón de prueba sanitario pvc 8""",Un,313895.0,824
9.64,9,"Tee sanitaria pvc 1 ½""",Un,26034.0,825
9.65,9,"Tee sanitaria pvc 2""",Un,27245.0,826
9.66,9,"Tee sanitaria pvc 3""",Un,32550.0,827
9.67,9,"Tee sanitaria pvc 4""",Un,47298.0,828
9.68,9,"Tee sanitaria pvc 6""",Un,259274.0,829
9.69,9,"Tee sanitaria pvc 8""",Un,643117.0,830
9.70,9,Trampa de grasas 80x80x80 cm en concreto,Un,966879.0,831
9.71,9,Trampa de grasas 100x100x100 cm en concreto,Un,1357943.0,832
9.72,9,"Tubería drenaje mini split pvc 1"" (incl. accesorios)",m,25716.0,833
9.73,9,"Tubería pvc agua lluvia Ø= 1 ½"" (incl. accesorios)",m,14602.0,834
9.74,9,"Tubería pvc agua lluvia Ø= 2"" (incl. accesorios)",m,18715.0,835
9.75,9,"Tubería pvc agua lluvia Ø= 3"" (incl. accesorios)",m,26937.0,836
9.76,9,"Tubería pvc agua lluvia Ø= 4"" (incl. accesorios)",m,43973.0,837
9.77,9,"Tubería pvc sanitaria Ø= 1 ½"" (incl. accesorios)",m,21296.0,838
9.78,9,"Tubería pvc sanitaria Ø= 2"" (incl. accesorios)",m,25040.0,839
9.79,9,"Tubería pvc sanitaria Ø= 3"" (incl. accesorios)",m,38295.0,840
9.80,9,"Tubería pvc sanitaria Ø= 4"" (incl. accesorios)",m,54847.0,841
9.81,9,"Tubería pvc sanitaria Ø= 6"" (incl. accesorios)",m,130047.0,842
9.82,9,"Tubería pvc sanitaria Ø= 8"" (incl. accesorios)",m,232073.0,843
9.83,9,"Tubería pvc ventilación Ø= 1 ½"" (incl. accesorios)",m,14602.0,844
9.84,9,"Tubería pvc ventilación Ø= 2"" (incl. accesorios)",m,18715.0,845
9.85,9,"Tubería pvc ventilación Ø= 3"" (incl. accesorios)",m,26937.0,846
9.86,9,"Tubería pvc ventilación Ø= 4"" (incl. accesorios)",m,43973.0,847
9.87,9,"Unión sanitaria pvc 1 ½""",Un,21027.0,848
9.88,9,"Unión sanitaria pvc 2""",Un,21501.0,849
9.89,9,"Unión sanitaria pvc 3""",Un,26054.0,850
9.90,9,"Unión sanitaria pvc 4""",Un,33384.0,851
9.91,9,"Unión sanitaria pvc 6""",Un,81188.0,852
9.92,9,"Unión sanitaria pvc 8""",Un,175937.0,853
9.93,9,Válvula Mini Vent,Un,175911.0,854
9.94,9,"Yee sanitaria pvc 2""",Un,28427.0,855
9.95,9,"Yee sanitaria pvc 3""",Un,42575.0,856
9.96,9,"Yee sanitaria pvc 4""",Un,60635.0,857
9.97,9,"Yee sanitaria pvc 6""",Un,214356.0,858
9.98,9,"Yee sanitaria pvc 8""",Un,509081.0,859
9.99,9,"Yee sanitaria pvc reducida 3"" x 2""",Un,38469.0,860
9.100,9,"Yee sanitaria pvc reducida 4"" x 2""",Un,53406.0,861
9.101,9,"Yee sanitaria pvc reducida 4"" x 3""",Un,55231.0,862
9.102,9,"Yee sanitaria pvc reducida 6"" x 4""",Un,205756.0,863
9.103,9,"Yee sanitaria pvc reducida 8"" x 4""",Un,375087.0,864
10.01,10,"Acometida hidráulica en tubería galvanizada Ø= 1""",m,42265.0,865
10.02,10,"Acometida hidráulica en tubería galvanizada Ø= 2""",m,73840.0,866
10.03,10,"Acometida hidráulica en tubería galvanizada Ø= 3""",m,133408.0,867
10.04,10,"Acometida hidráulica en tubería galvanizada Ø= 4""",m,199423.0,868
10.05,10,"Acometida hidráulica en tubería pvc Ø= 1/2""",m,10538.0,869
10.06,10,"Acometida hidráulica en tubería pvc Ø= 3/4""",m,11709.0,870
10.07,10,"Acometida hidráulica en tubería pvc Ø= 1""",m,15291.0,871
10.08,10,"Acometida hidráulica en tubería pvc Ø= 1 ½""",m,27480.0,872
10.09,10,"Acometida hidráulica en tubería pvc Ø= 2""",m,39448.0,873
10.10,10,"Acometida hidráulica en tubería pvc Ø= 3""",m,75011.0,874
10.11,10,"Acometida hidráulica en tubería pvc Ø= 4""",m,118962.0,875
10.12,10,"Acople sanitario de acero 1/2""",Un,38647.0,876
10.13,10,"Acople sanitario plástico 1/2""",Un,20647.0,877
10.14,10,"Brida ajustable cpvc SCH 80 1 1/2""",Un,104064.0,878
10.15,10,"Brida ajustable cpvc SCH 80 2""",Un,158079.0,879
10.16,10,"Brida ajustable pvc SCH 80 1 1/2""",Un,49406.0,880
10.17,10,"Brida ajustable pvc SCH 80 2""",Un,76590.0,881
10.18,10,"Brida ajustable pvc SCH 80 3""",Un,92384.0,882
10.19,10,"Brida ajustable pvc SCH 80 4""",Un,123955.0,883
10.20,10,Caja medidor de agua,Un,164341.0,884
10.21,10,"Cámara de aire en tubería pvc Ø= 1/2""",Un,33938.0,885
10.22,10,"Cámara de aire en tubería pvc Ø= 3/4""",Un,38810.0,886
10.23,10,"Cámara de aire en tubería pvc Ø= 1""",Un,45431.0,887
10.24,10,"Cheque cortina hierro Ø= 6""",Un,3285548.0,888
10.25,10,"Cheque cortina sello metálico Ø= 1/2""",Un,94777.0,889
10.26,10,"Cheque cortina sello metálico Ø= 3/4""",Un,137834.0,890
10.27,10,"Cheque cortina sello metálico Ø= 1""",Un,201623.0,891
10.28,10,"Cheque cortina sello metálico Ø= 1 ¼""",Un,360193.0,892
10.29,10,"Cheque cortina sello metálico Ø= 1 ½""",Un,443201.0,893
10.30,10,"Cheque cortina sello metálico Ø= 2""",Un,610929.0,894
10.31,10,"Cheque cortina sello metálico Ø= 2 ½""",Un,1170802.0,895
10.32,10,"Cheque cortina sello metálico Ø= 3""",Un,1826615.0,896
10.33,10,"Cheque cortina sello metálico Ø= 4""",Un,3281089.0,897
10.34,10,"Codo presión cpvc 1/2""",Un,11348.0,898
10.35,10,"Codo presión cpvc 1/2"" x 45°",Un,11348.0,899
10.36,10,"Codo presión cpvc 3/4""",Un,13138.0,900
10.37,10,"Codo presión cpvc 3/4"" x 45°",Un,13138.0,901
10.38,10,"Codo presión cpvc 1""",Un,21820.0,902
10.39,10,"Codo presión cpvc SCH 80 1/2""",Un,24466.0,903
10.40,10,"Codo presión cpvc SCH 80 3/4""",Un,26904.0,904
10.41,10,"Codo presión cpvc SCH 80 1""",Un,40403.0,905
10.42,10,"Codo presión pvc 1/2""",Un,9983.0,906
10.43,10,"Codo presión pvc 1/2"" x 45°",Un,10571.0,907
10.44,10,"Codo presión pvc 3/4""",Un,10527.0,908
10.45,10,"Codo presión pvc 3/4"" x 45°",Un,11467.0,909
10.46,10,"Codo presión pvc 1""",Un,19824.0,910
10.47,10,"Codo presión pvc 1"" x 45°",Un,21540.0,911
10.48,10,"Codo presión pvc 1 ¼""",Un,21069.0,912
10.49,10,"Codo presión pvc 1 ¼"" x 45°",Un,23161.0,913
10.50,10,"Codo presión pvc 1 ½""",Un,24611.0,914
10.51,10,"Codo presión pvc 1 ½"" x 45°",Un,25266.0,915
10.52,10,"Codo presión pvc 2""",Un,34401.0,916
10.53,10,"Codo presión pvc 2"" x 45°",Un,35993.0,917
10.54,10,"Codo presión pvc 2 ½""",Un,65711.0,918
10.55,10,"Codo presión pvc 2 ½"" x 45°",Un,69187.0,919
10.56,10,"Codo presión pvc 3""",Un,82707.0,920
10.57,10,"Codo presión pvc 3"" x 45°",Un,79384.0,921
10.58,10,"Codo presión pvc 4""",Un,155805.0,922
10.59,10,"Codo presión pvc 4"" x 45°",Un,146134.0,923
10.60,10,"Codo presión pvc unión platino 2""",Un,100153.0,924
10.61,10,"Codo presión pvc unión platino 3""",Un,143328.0,925
10.62,10,"Codo presión pvc unión platino 4""",Un,184771.0,926
10.63,10,"Codo presión pvc SCH 80 1 ¼""",Un,30702.0,927
10.64,10,"Codo presión pvc SCH 80 1 ½""",Un,30703.0,928
10.65,10,"Codo presión pvc SCH 80 2""",Un,42630.0,929
10.66,10,"Codo presión pvc SCH 80 3""",Un,81835.0,930
10.67,10,"Codo presión pvc SCH 80 4""",Un,107286.0,931
10.68,10,"Codo presión pvc SCH 80 6""",Un,280742.0,932
10.69,10,"Collar de derivación de 2"" x 1/2""",Un,36734.0,933
10.70,10,"Collar de derivación de 2"" x 3/4""",Un,29207.0,934
10.71,10,"Collar de derivación de 3"" x 1/2""",Un,46700.0,935
10.72,10,"Collar de derivación de 3"" x 3/4""",Un,42998.0,936
10.73,10,"Collar de derivación de 4"" x 1/2""",Un,47999.0,937
10.74,10,"Collar de derivación de 4"" x 3/4""",Un,46455.0,938
10.75,10,"Domiciliaria 2"" x 1/2"" en tubería PF + UAD, L= 2 m",Un,217469.0,939
10.76,10,"Domiciliaria 2"" x 3/4"" en tubería PF + UAD, L= 2 m",Un,262981.0,940
10.77,10,"Domiciliaria 3"" x 1/2"" en tubería PF + UAD, L= 2 m",Un,226674.0,941
10.78,10,"Domiciliaria 3"" x 3/4"" en tubería PF + UAD, L= 2 m",Un,276011.0,942
10.79,10,"Flotador tanque de cobre 1/2""",Un,189178.0,943
10.80,10,"Flotador tanque de cobre 3/4""",Un,198686.0,944
10.81,10,"Flotador tanque de cobre 1""",Un,326822.0,945
10.82,10,"Flotador tanque de cobre 1 ½""",Un,564949.0,946
10.83,10,"Flotador tanque plástico 1/2""",Un,113372.0,947
10.84,10,"Flotador tanque plástico 3/4""",Un,122757.0,948
10.85,10,"Flotador tanque plástico 1""",Un,221368.0,949
10.86,10,"Flotador tanque plástico 1 ½""",Un,226672.0,950
10.87,10,"Llave de abasto metálica de 1/2""",Un,62869.0,951
10.88,10,"Llave de abasto plástica de 1/2""",Un,28832.0,952
10.89,10,"Medidor de agua de 1/2""",Un,227696.0,953
10.90,10,"Medidor de agua de 3/4""",Un,350764.0,954
10.91,10,"Medidor de agua de 1""",Un,552848.0,955
10.92,10,"Medidor de agua de 2""",Un,1548157.0,956
10.93,10,"Niple galvanizado 1/2"" x 6""",Un,13577.0,957
10.94,10,"Niple galvanizado 3/4"" x 6""",Un,15802.0,958
10.95,10,Prueba hidrostática,Pto,147690.0,959
10.96,10,"Punto hidráulico cpvc de 1/2"" (3 m)",Un,78991.0,960
10.97,10,"Punto hidráulico cpvc de 3/4"" (3 m)",Un,105085.0,961
10.98,10,"Punto hidráulico cpvc SCH 80 de 1/2"" (3 m)",Un,358925.0,962
10.99,10,"Punto hidráulico cpvc SCH 80 de 3/4"" (3 m)",Un,390334.0,963
10.100,10,"Punto hidráulico mini split pvc 3/4""",Un,92526.0,964
10.101,10,"Punto hidráulico pvc de 1/2"" (3 m)",Un,50008.0,965
10.102,10,"Punto hidráulico pvc de 3/4"" (3 m)",Un,55639.0,966
10.103,10,"Punto hidráulico pvc de 1"" (3 m)",Un,67742.0,967
10.104,10,"Punto hidráulico pvc de 1 ¼"" (3 m)",Un,101077.0,968
10.105,10,"Punto hidráulico pvc de 1 ½"" (3 m)",Un,124092.0,969
10.106,10,"Punto hidráulico pvc de 2"" (3 m)",Un,175108.0,970
10.107,10,"Punto hidráulico pvc SCH 80 de 1 ¼"" (3 m)",Un,292793.0,971
10.108,10,"Punto hidráulico pvc SCH 80 de 1 ½"" (3 m)",Un,316686.0,972
10.109,10,"Punto hidráulico pvc SCH 80 de 2"" (3 m)",Un,429981.0,973
10.110,10,"Registro de bola 1/2""",Un,42249.0,974
10.111,10,"Registro de bola 3/4""",Un,58791.0,975
10.112,10,"Registro de bola 1""",Un,102904.0,976
10.113,10,"Registro de bola 1 ½""",Un,177463.0,977
10.114,10,"Registro de bola 2""",Un,273020.0,978
10.115,10,Registro de corte antifraude 1/2” x 1/2”,Un,44897.0,979
10.116,10,"Registro de cortina red white 1/2""",Un,124615.0,980
10.117,10,"Registro de cortina red white 3/4""",Un,147812.0,981
10.118,10,"Registro de cortina red white 1""",Un,212491.0,982
10.119,10,"Registro de cortina red white 1 ¼""",Un,284592.0,983
10.120,10,"Registro de cortina red white 1 ½""",Un,374358.0,984
10.121,10,"Registro de cortina red white 2""",Un,596546.0,985
10.122,10,"Registro de cortina red white 2 ½""",Un,1039111.0,986
10.123,10,"Registro de cortina red white 3""",Un,1433826.0,987
10.124,10,"Registro de cortina red white 4""",Un,3237237.0,988
10.125,10,"Tapón presión cpvc 1/2"" sold.",Un,11240.0,989
10.126,10,"Tapón presión cpvc 3/4"" sold.",Un,11240.0,990
10.127,10,"Tapón presión cpvc 1"" sold.",Un,16759.0,991
10.128,10,"Tapón presión pvc 1/2"" rosc.",Un,9784.0,992
10.129,10,"Tapón presión pvc 1/2"" sold.",Un,9594.0,993
10.130,10,"Tapón presión pvc 3/4"" rosc.",Un,12168.0,994
10.131,10,"Tapón presión pvc 3/4"" sold.",Un,10112.0,995
10.132,10,"Tapón presión pvc 1"" rosc.",Un,19936.0,996
10.133,10,"Tapón presión pvc 1"" sold.",Un,18723.0,997
10.134,10,"Tapón presión pvc 1 ¼"" sold.",Un,20119.0,998
10.135,10,"Tapón presión pvc 1 ½"" sold.",Un,21065.0,999
10.136,10,"Tapón presión pvc 2"" sold.",Un,26383.0,1000
10.137,10,"Tapón presión pvc 3"" sold.",Un,53676.0,1001
10.138,10,"Tapón presión pvc 4"" sold.",Un,80668.0,1002
10.139,10,"Tapón presión pvc SCH 80 1 ¼""",Un,35924.0,1003
10.140,10,"Tapón presión pvc SCH 80 1 ½""",Un,36354.0,1004
10.141,10,"Tapón presión pvc SCH 80 2""",Un,67618.0,1005
10.142,10,"Tapón presión pvc SCH 80 3""",Un,125207.0,1006
10.143,10,"Tapón presión pvc SCH 80 4""",Un,148136.0,1007
10.144,10,"Tee presión cpvc 1/2""",Un,12074.0,1008
10.145,10,"Tee presión cpvc 3/4""",Un,13792.0,1009
10.146,10,"Tee presión cpvc 1""",Un,35879.0,1010
10.147,10,"Tee presión pvc 1/2""",Un,10270.0,1011
10.148,10,"Tee presión pvc 3/4""",Un,11095.0,1012
10.149,10,"Tee presión pvc 1""",Un,20932.0,1013
10.150,10,"Tee presión pvc 1 ¼""",Un,24624.0,1014
10.151,10,"Tee presión pvc 1 ½""",Un,27010.0,1015
10.152,10,"Tee presión pvc 2""",Un,39028.0,1016
10.153,10,"Tee presión pvc 3""",Un,100929.0,1017
10.154,10,"Tee presión pvc 4""",Un,195853.0,1018
10.155,10,"Tee presión pvc SCH 80 1 ¼""",Un,66679.0,1019
10.156,10,"Tee presión pvc SCH 80 1 ½""",Un,69171.0,1020
10.157,10,"Tee presión pvc SCH 80 2""",Un,99518.0,1021
10.158,10,"Tee presión pvc SCH 80 3""",Un,127573.0,1022
10.159,10,"Tee presión pvc SCH 80 4""",Un,144540.0,1023
10.160,10,"Tubería cobre Ø= 3/8"" (incl. accesorios)",m,62158.0,1024
10.161,10,"Tubería cobre Ø= 1/2"" (incl. accesorios)",m,63251.0,1025
10.162,10,"Tubería cpvc presión Ø= 1/2"" (incl. accesorios)",m,16809.0,1026
10.163,10,"Tubería cpvc presión Ø= 3/4"" (incl. accesorios)",m,23952.0,1027
10.164,10,"Tubería cpvc presión Ø= 1"" (incl. accesorios)",m,39623.0,1028
10.165,10,"Tubería cpvc presión Ø= 1 ¼"" (incl. accesorios)",m,76214.0,1029
10.166,10,"Tubería cpvc presión Ø= 1 ½"" (incl. accesorios)",m,106102.0,1030
10.167,10,"Tubería cpvc presión Ø= 2"" (incl. accesorios)",m,175056.0,1031
10.168,10,"Tubería cpvc presión SCH 80 Ø= 1/2"" (incl. accesorios)",m,69141.0,1032
10.169,10,"Tubería cpvc presión SCH 80 Ø= 3/4"" (incl. accesorios)",m,76445.0,1033
10.170,10,"Tubería cpvc presión SCH 80 Ø= 1"" (incl. accesorios)",m,95909.0,1034
10.171,10,"Tubería cpvc presión SCH 80 Ø= 1 ¼"" (incl. accesorios)",m,133867.0,1035
10.172,10,"Tubería cpvc presión SCH 80 Ø= 1 ½"" (incl. accesorios)",m,152165.0,1036
10.173,10,"Tubería cpvc presión SCH 80 Ø= 2"" (incl. accesorios)",m,234479.0,1037
10.174,10,"Tubería galvanizada Ø= 1/2"" (incl. accesorios)",m,22886.0,1038
10.175,10,"Tubería galvanizada Ø= 3/4"" (incl. accesorios)",m,26445.0,1039
10.176,10,"Tubería PF + UAD Ø= 1/2"" (incl. accesorios)",m,9341.0,1040
10.177,10,"Tubería PF + UAD Ø= 3/4"" (incl. accesorios)",m,19921.0,1041
10.178,10,"Tubería pvc presión Ø= 1/2"" (incl. accesorios)",m,10026.0,1042
10.179,10,"Tubería pvc presión Ø= 3/4"" (incl. accesorios)",m,11156.0,1043
10.180,10,"Tubería pvc presión Ø= 1"" (incl. accesorios)",m,14598.0,1044
10.181,10,"Tubería pvc presión Ø= 1 ¼"" (incl. accesorios)",m,21248.0,1045
10.182,10,"Tubería pvc presión Ø= 1 ½"" (incl. accesorios)",m,26142.0,1046
10.183,10,"Tubería pvc presión Ø= 2"" (incl. accesorios)",m,37903.0,1047
10.184,10,"Tubería pvc presión Ø= 2 ½"" (incl. accesorios)",m,63256.0,1048
10.185,10,"Tubería pvc presión Ø= 3"" (incl. accesorios)",m,83554.0,1049
10.186,10,"Tubería pvc presión Ø= 4"" (incl. accesorios)",m,145550.0,1050
10.187,10,"Tubería pvc presión Ø= 6""",m,229479.0,1051
10.188,10,"Tubería pvc presión SCH 80 Ø= 1 ¼"" (incl. accesorios)",m,46295.0,1052
10.189,10,"Tubería pvc presión SCH 80 Ø= 1 ½"" (incl. accesorios)",m,49513.0,1053
10.190,10,"Tubería pvc presión SCH 80 Ø= 2"" (incl. accesorios)",m,66423.0,1054
10.191,10,"Tubería pvc presión SCH 80 Ø= 2 ½"" (incl. accesorios)",m,112700.0,1055
10.192,10,"Tubería pvc presión SCH 80 Ø= 3"" (incl. accesorios)",m,136872.0,1056
10.193,10,"Tubería pvc presión SCH 80 Ø= 4"" (incl. accesorios)",m,184563.0,1057
10.194,10,"Tubería pvc presión SCH 80 Ø= 6""",m,286261.0,1058
10.195,10,"Tubería pvc presión SCH 80 Ø= 8""",m,431360.0,1059
10.196,10,"Tubería pvc unión platino Ø= 2"" (incl. accesorios)",m,47706.0,1060
10.197,10,"Tubería pvc unión platino Ø= 3"" (incl. accesorios)",m,90813.0,1061
10.198,10,"Tubería pvc unión platino Ø= 4"" (incl. accesorios)",m,121791.0,1062
10.199,10,"Unión de reparación pvc platino 2""",m,61591.0,1063
10.200,10,"Unión de reparación pvc platino 3""",m,89176.0,1064
10.201,10,"Unión de reparación pvc platino 4""",m,128484.0,1065
10.202,10,"Unión presión cpvc 1/2""",Un,10741.0,1066
10.203,10,"Unión presión cpvc 3/4""",Un,11507.0,1067
10.204,10,"Unión presión cpvc 1""",Un,19625.0,1068
10.205,10,"Unión presión pvc 1/2""",Un,9656.0,1069
10.206,10,"Unión presión pvc 3/4""",Un,9989.0,1070
10.207,10,"Unión presión pvc 1""",Un,18483.0,1071
10.208,10,"Unión presión pvc 1 ¼""",Un,19041.0,1072
10.209,10,"Unión presión pvc 1 ½""",Un,19794.0,1073
10.210,10,"Unión presión pvc 2""",Un,23874.0,1074
10.211,10,"Unión presión pvc 3""",Un,50664.0,1075
10.212,10,"Unión presión pvc 4""",Un,85872.0,1076
10.213,10,"Unión presión pvc platino 2""",m,57395.0,1077
10.214,10,"Unión presión pvc platino 3""",m,84716.0,1078
10.215,10,"Unión presión pvc platino 4""",m,116248.0,1079
10.216,10,"Unión presión pvc SCH 80 1 ¼""",Un,35409.0,1080
10.217,10,"Unión presión pvc SCH 80 1 ½""",Un,36953.0,1081
10.218,10,"Unión presión pvc SCH 80 2""",Un,48301.0,1082
10.219,10,"Unión presión pvc SCH 80 3""",Un,96373.0,1083
10.220,10,"Unión presión pvc SCH 80 4""",Un,117975.0,1084
10.221,10,Válvula antivandálica para sanitario institucional,Un,537377.0,1085
10.222,10,"Válvula de bola de cpvc ø= 1/2""",Un,39195.0,1086
10.223,10,"Válvula de bola de cpvc ø= 3/4""",Un,50782.0,1087
10.224,10,"Válvula de bola de cpvc ø= 1""",Un,67757.0,1088
10.225,10,"Válvula de bola de pvc ø= 1/2""",Un,32940.0,1089
10.226,10,"Válvula de bola de pvc ø= 3/4""",Un,38024.0,1090
10.227,10,"Válvula de bola de pvc ø= 1""",Un,61233.0,1091
10.228,10,Válvula de entrada y salida para tanque sanitario,Un,127226.0,1092
10.229,10,"Válvula de pie antigolpe de ariete en bronce Ø= 3""",Un,957642.0,1093
10.230,10,"Válvula de pie antigolpe de ariete en bronce Ø= 4""",Un,1889435.0,1094
10.231,10,"Válvula de pie en aluminio Ø= 3""",Un,325825.0,1095
